parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei_de	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	zutrittsberechtigung_id	zutrittsberechtigung_funktion	zutrittsberechtigung_funktion_fr	zutrittsberechtigung_von	zutrittsberechtigung_bis	person_id	person_nachname	person_vorname	person_zweiter_vorname	person_namensunterscheidung	person_beschreibung_de	person_beschreibung_fr	person_beruf	person_beruf_fr	person_beruf_interessengruppe_id	person_partei_id	person_geschlecht	person_arbeitssprache	person_homepage	person_twitter_name	person_linkedin_profil_url	person_xing_profil_name	person_facebook_name
"Schlatter, Marionna"	349	"NR"	"ZH"	"Grüne"	"G"	"KVF-NR, SiK-NR"	2019-12-01		"F"	1980-11-14	4288	3180	"de"	"de"	1165	"Verein Klimaschutz Schweiz"		2020-02-09		872	"Andermatt"	"Michèle"			"Verein Klimaschutz Schweiz"		"Verantwortliche Politik beim Verein Klimaschutz Schweiz"		54	3	"F"	"de"			"https://www.linkedin.com/in/mich%C3%A8le-andermatt-9384a38/?originalSubdomain=ch"	"Michele_Andermatt"	"michelle.andermatt.9"
"Schmid, Martin"	242	"SR"	"GR"	"FDP"	"RL"	"BeK-V, Del A-V, RK-SR, UREK-SR, WAK-SR"	2011-12-05		"M"	1969-05-24	4078	2783	"de"	"de"																							
"Schneeberger, Daniela"	21	"NR"	"BL"	"FDP"	"RL"	"Del A-V, RK-NR, WAK-NR"	2011-12-05		"F"	1967-09-19	4060	2766	"de"	"de"	627	"Treuhand Suisse"		2015-12-18		540	"Jenni-Lincoln"	"Vanessa"					"Geschäftsführerin Treuhand Suisse"	"Secrétaire générale Fiduciaire Suisse"	58		"F"	"de"	"http://www.hof-jenni.ch/muskel-werkstatt/muskel-werkstatt/"		"https://www.linkedin.com/in/vanessa-joy-jenni-1977029b"		"vanessa.joy.5817"
"Schneeberger, Daniela"	21	"NR"	"BL"	"FDP"	"RL"	"Del A-V, RK-NR, WAK-NR"	2011-12-05		"F"	1967-09-19	4060	2766	"de"	"de"	894	"Schweizerische Bankiervereinigung"		2018-06-01		694	"Schaller"	"Carina"			"FDP Schweiz"	"PLR Suisse"	"Leiterin Politische Geschäfte SwissBanking"	"Responsable Affaires politiques SwissBanking"	16	1	"F"	"de"	"https://www.swissbanking.org"	"CarinaSchaller"	"https://www.linkedin.com/in/schaller-carina-547a0793/"	"Carina_Schaller4"	"carina.schaller.39"
"Schneider Schüttel, Ursula"	187	"NR"	"FR"	"SP"	"S"	"FinDel-V, FK-NR, GK-V, UREK-NR"	2012-05-29		"F"	1961-11-26	4123	3028	"de"	"de"	1064	"Pro Natura"		2019-12-03		204	"Strozzi"	"Elena"	"Antonella"				"Verantwortliche Raumplanung und Landschaftsinitiative"		54	4	"F"	"fr"			"https://www.linkedin.com/in/elena-strozzi-10b43433"		
"Schneider Schüttel, Ursula"	187	"NR"	"FR"	"SP"	"S"	"FinDel-V, FK-NR, GK-V, UREK-NR"	2012-05-29		"F"	1961-11-26	4123	3028	"de"	"de"	1263	"Jugendsession"		2021-02-27		939	"Klaus"	"Benjamin"	"Tim"		"Jugendsession"		"Student"	"Étudiant"	102		"M"	"de"					
"Schneider-Schneiter, Elisabeth"	188	"NR"	"BL"	"M"	"M-E"	"APK-NR, APK-NS 20-30, EFTA/EU"	2010-11-29		"F"	1964-02-19	4040	2748	"de"	"de"	1065	"Handelskammer beider Basel"		2019-12-03		316	"Dätwyler"	"Martin"			"Handelskammer beider Basel"		"Direktor der Handelskammer beider Basel"	"Directeur de la chambre de commerce des Deux-Bâles"	23	1	"M"	"de"	"https://www.hkbb.ch/de/handelskammer/portrait/mitarbeiterinnen-und-mitarbeiter/"		"https://www.linkedin.com/in/martind%C3%A4twyler/"	"Martin_Daetwyler/cv"	
"Schneider-Schneiter, Elisabeth"	188	"NR"	"BL"	"M"	"M-E"	"APK-NR, APK-NS 20-30, EFTA/EU"	2010-11-29		"F"	1964-02-19	4040	2748	"de"	"de"	1066	"Arbeitgeberverband"		2019-12-03		366	"Müller"	"Roland"	"A."		"Direktor Schweizerischer Arbeitgeberverband"		"Direktor Schweizerischer Arbeitgeberverband, Rechtsprofessor"	"Directeur Union Patronale Suisse, professeur de droit"	59		"M"	"de"	"https://www.arbeitgeber.ch/"		"https://www.linkedin.com/in/roland-a-m%C3%BCller-432b23bb/"		
"Schneider, Meret"	350	"NR"	"ZH"	"Grüne"	"G"	"WBK-NR"	2019-12-01		"F"	1992-08-22	4289	3181	"de"	"de"																							
"Schwander, Pirmin"	190	"NR"	"SZ"	"SVP"	"V"	"FinDel-V, FK-NR, GK-V, IK-NR, RK-NR"	2003-12-01		"M"	1961-12-28	1159	2631	"de"	"de"																							
"Seiler Graf, Priska"	304	"NR"	"ZH"	"SP"	"S"	"GPK-NR, SiK-NR"	2015-11-30		"F"	1968-08-29	4199	3094	"de"	"de"	1068	"GS Verband Schweizerischer Polizei-Beamter"		2019-12-03		399	"Hofmann"	"Max"			"Fédération Suisse Fonctionnaires de Police (FSFP)"		"Generalsekretär VSPB"		105		"M"	"de"			"https://www.linkedin.com/in/max-hofmann-33003714/?originalSubdomain=ch"		
"Seiler Graf, Priska"	304	"NR"	"ZH"	"SP"	"S"	"GPK-NR, SiK-NR"	2015-11-30		"F"	1968-08-29	4199	3094	"de"	"de"	1067	"GF Fachstelle Frauenhandel und Frauenmigration"		2019-12-03		822	"Hunziker"	"Lelia"					"Geschäftsführerin FIZ Fachstelle Frauenhandel Frauenmigration"		24	3	"F"	"de"	"https://leliahunziker.ch/"	"HunzikerLelia"	"https://www.linkedin.com/in/hunziker-lelia-6ba9324a/?originalSubdomain=ch"		"lelia.hunziker"
"Siegenthaler, Heinz"	256	"NR"	"BE"	"M"	"M-E"	"FK-NR"	2014-11-24		"M"	1955-10-11	4146	3048	"de"	"de"	1272	"Gast"		2021-04-02		947	"Gnägi"	"Jan"			"Gast"		"Dipl. Kaufmann"		20	22	"M"	"de"	"https://www.jan-gnaegi.ch"	"JanGnaegi"			"jan.gnaegi"
"Silberschmidt, Andri"	353	"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	1255	"Persönliche/r Mitarbeiter/in"		2020-12-19		932	"Aecherli"	"Lukas"			"Persönliche/r Mitarbeiter/in"		"Student, Kundendienst-Mitarbeiter, Assistent"		10		"M"	"de"	"http://lukas-aecherli.ch"	"LukasAecherli"	"https://www.linkedin.com/in/lukas-aecherli-3b748690/"		
"Silberschmidt, Andri"	353	"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	1292	"Gast"																					
"Sollberger, Sandra"	305	"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"																							
"Sommaruga, Carlo"	192	"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"	1180	"Groupe interparlementaire Suisse -Arménie"		2020-02-09		97	"Shahinian"	"Sarkis"			"Generalsekretär Parlamentarische Gruppe Schweiz-Armenien"	"Secrétaire général du groupe parlementaire Suisse-Arménie"	"Übersetzer und Architekt"	"Traducteur et Architecte"	40		"M"	"de"			"https://www.linkedin.com/profile/view?id=94674515"		"shahinian.sarkis"
"Sommaruga, Carlo"	192	"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"	753	"Agile.ch"	"Agile.ch"	2016-06-18		611	"Rouvenaz Badoud"	"Catherine"					"Secrétaire romande et porte-parole"		15		"F"	"fr"	"http://www.agile.ch/sekretariat"				"profile.php?id=100011363194237"
"Stadler, Simon"	419	"NR"	"UR"	"M"	"M-E"	"RedK-V, WBK-NR"	2019-12-02		"M"	1988-05-02	4292	3184	"de"	"de"	1069	"Gast"		2019-12-03		823	"Bricker"	"Elias"			"Gast"		"Historiker, Berater"	"Historicien, Consultant"	18	22	"M"	"de"	"https://www.bricker.ch/"				
"Stadler, Simon"	419	"NR"	"UR"	"M"	"M-E"	"RedK-V, WBK-NR"	2019-12-02		"M"	1988-05-02	4292	3184	"de"	"de"	1070	"Gast"		2019-12-03		824	"Sutter"	"Céline"			"Gast"		"Kindergärtnerin"	"Éducatrice d'école maternelle"	41		"F"	"de"	"https://www.schule-lauerz.ch/person/e42fdd3bb2174602acad5dfb1d9dab01"		"https://www.linkedin.com/in/celine-sutter-7b0535b0/?originalSubdomain=ch"		"celine.sutter.37"
"Stark, Jakob"	384	"SR"	"TG"	"SVP"	"V"	"BeK-V, FK-SR, UREK-SR, WBK-SR"	2019-10-20		"M"	1958-09-08	4241	3196	"de"	"de"																							
"Steinemann, Barbara"	306	"NR"	"ZH"	"SVP"	"V"	"RK-NR, SPK-NR"	2015-11-30		"F"	1976-06-18	4174	3096	"de"	"de"																							
"Stöckli, Hans"	38	"SR"	"BE"	"SP"	"S"	"GK-V, GPK-SR, SGK-SR, SPK-SR"	2004-09-20		"M"	1952-04-12	1267	2647	"de"	"de"	1107	"Schweizerische Gesundheitsligen-Konferenz"		2019-12-05		21	"Tschirky"	"Erich"			"Geschäftsführer Schweizerische Gesundheitsliga-Konferenz (GELIKO)"		"Berater für Public Health, Mangement und Policy"	"Conseiller en Public Health, Management et Policy"	3		"M"	"de"			"https://www.linkedin.com/in/erich-tschirky-a309074/"		
"Stöckli, Hans"	38	"SR"	"BE"	"SP"	"S"	"GK-V, GPK-SR, SGK-SR, SPK-SR"	2004-09-20		"M"	1952-04-12	1267	2647	"de"	"de"	1108	"Perron Campaigns"		2019-12-05		50	"Perron"	"Louis"			"Perron Campaigns"		"Politikwissenschaftler und politischer Berater"	"Politologue et consultant politique"	18		"M"	"de"	"http://www.perroncampaigns.ch/index.php"	"dr_perron"	"https://www.linkedin.com/in/louis-perron/"	"louis.perron.39"	
"Storni, Bruno"	420	"NR"	"TI"	"SP"	"S"	"KVF-NR, RedK-V"	2019-12-02		"M"	1954-08-17	4312	3208	"it"	"fr"	1247	"Repubblica e Cantone Ticino (collaboratrice scientifica)"		2020-10-30		926	"Gotti"	"Micole"			"Repubblica e Cantone Ticino (collaboratrice scientifica)"		"Wissenschaftliche Mitarbeiterin"	"Collaboratrice scientifique"	13		"F"	"it"			"https://www.linkedin.com/in/micole-gotti-383137145/"		
"Streiff-Feller, Marianne"	195	"NR"	"BE"	"EVP"	"M-E"	"GPK-NR, SPK-NR"	2010-09-13		"F"	1957-08-17	4036	2747	"de"	"de"	220	"Persönlicher Mitarbeiter"				227	"Schwarz"	"Johannes"			"Persönlicher Mitarbeiter"		"Synodaler Kirchgemeinde Aeschi-Krattigen"	"Synodal Paroisse Aeschi-Krattigen"	103	6	"M"	"de"			"https://www.linkedin.com/in/johannes-schwarz-a11a64119/"		
"Streiff-Feller, Marianne"	195	"NR"	"BE"	"EVP"	"M-E"	"GPK-NR, SPK-NR"	2010-09-13		"F"	1957-08-17	4036	2747	"de"	"de"	368	"Insos Schweiz"				376	"Saxenhofer"	"Peter Eugen Seraphin"					"Geschäftsführer INSOS Schweiz"		15	4	"M"	"de"	"http://www.insos.ch"	"PSaxenhofer"	"https://www.linkedin.com/in/peter-saxenhofer-47493297/"	"Peter_Saxenhofer"	"peter.saxenhofer"
"Strupler, Manuel"	387	"NR"	"TG"	"SVP"	"V"	"FK-NR"	2019-10-20		"M"	1980-04-12	4293	3185	"de"	"de"	1260	"Persönliche/r Mitarbeiter/in"		2021-01-29		936	"Strupler"	"Linda"			"Persönliche/r Mitarbeiter/in"		"Administration Strupler Events"		85		"F"	"de"					
"Studer, Lilian"	372	"NR"	"AG"	"EVP"	"M-E"	"WBK-NR"	2019-12-01		"F"	1977-12-20	4294	3186	"de"	"de"																							
"Suter, Gabriela"	370	"NR"	"AG"	"SP"	"S"	"UREK-NR"	2019-12-01		"F"	1972-12-12	4295	3187	"de"	"de"																							
"Thorens Goumaz, Adèle"	196	"SR"	"VD"	"Grüne"	"G"	"FK-SR, UREK-SR, WAK-SR"	2007-12-03		"F"	1971-12-15	3907	2710	"fr"	"fr"	221	"WWF Suisse"				228	"Graf"	"Manuel"			"WWF Schweiz"		"Leiter Politik WWF Schweiz"	"Responsable des affaires politiques WWF Suisse"	54		"M"	"de"		"ManuelGraf15"	"https://www.linkedin.com/in/manuel-graf-7b0420122/"	"Manuel_Graf5"	"swissmanuel"
"Thorens Goumaz, Adèle"	196	"SR"	"VD"	"Grüne"	"G"	"FK-SR, UREK-SR, WAK-SR"	2007-12-03		"F"	1971-12-15	3907	2710	"fr"	"fr"	932	"Greenpeace"		2019-03-09		613	"Giovanoli"	"Remco André"					"Verantwortlicher Politik; Greenpeace"		54		"M"	"de"					
"Töngi, Michael"	334	"NR"	"LU"	"Grüne"	"G"	"GPK-NR, KVF-NR"	2018-03-12		"M"	1967-03-16	4221	3122	"de"	"de"	876	"Pro Natura"		2018-03-16		371	"Liner"	"Marcel"			"Pro Natura"		"Projektleiter Landwirtschaftspolitik Pro Natura"	"Chef de projet Politique agricole Pro Natura"	54	4	"M"	"de"					
"Töngi, Michael"	334	"NR"	"LU"	"Grüne"	"G"	"GPK-NR, KVF-NR"	2018-03-12		"M"	1967-03-16	4221	3122	"de"	"de"	1131	"VCS Verkehrs-Club der Schweiz"		2019-12-16		850	"Gautschi"	"Anders"			"VCS Verkehrs-Club der Schweiz"		"Geschäftsführer VCS"	"Directeur ATE"	43		"M"	"de"			"https://www.linkedin.com/in/anders-gautschi-b22439b6/?originalSubdomain=ch"		
"Trede, Aline"	198	"NR"	"BE"	"Grüne"	"G"	"Bü-NR, Del D-V, IK-NR, KVF-NR"	2013-03-04		"F"	1983-08-26	4128	3032	"de"	"de"	1190	"Verband öffentlicher Verkehr VöV"		2020-02-21		237	"Stückelberger"	"Ueli"			"Verband öffentlicher Verkehr (VöV)"		"Direktor VÖV"	"Directeur UTP"	33	4	"M"	"de"	"https://www.voev.ch/de/"				"ueli.stuckelberger"
"Trede, Aline"	198	"NR"	"BE"	"Grüne"	"G"	"Bü-NR, Del D-V, IK-NR, KVF-NR"	2013-03-04		"F"	1983-08-26	4128	3032	"de"	"de"	1191	"Gewerbeverein"		2020-02-21		882	"Gygax"	"Michel"			"Gewerbeverein"		"Gründer und Inhaber von KG Gastrokultur GmbH"	"Fondateur et propriétaire de KG Gastrokultur GmbH"	60		"M"	"de"	"https://www.dergewerbeverein.ch/"	"MichelGygax"	"https://www.linkedin.com/in/michel-gygax-725839179/"		"michel.gygax.71"
"Tuena, Mauro"	307	"NR"	"ZH"	"SVP"	"V"	"IK-NR, NATO-V, RK-NR, SiK-NR"	2015-11-30		"M"	1972-01-25	4175	3097	"de"	"de"																							
"Umbricht Pieren, Nadja"	167	"NR"	"BE"	"SVP"	"V"	"KVF-NR, WBK-NR"	2011-12-05		"F"	1980-02-14	4065	2781	"de"	"de"	940	"scienceindustries"		2019-06-07		163	"Sennhauser"	"Marcel"			"Scienceindustries"		"Head of Communication bei scienceindustries"		115		"M"	"de"			"https://www.linkedin.com/in/marcel-sennhauser-2633517"		
"Umbricht Pieren, Nadja"	167	"NR"	"BE"	"SVP"	"V"	"KVF-NR, WBK-NR"	2011-12-05		"F"	1980-02-14	4065	2781	"de"	"de"	1056	"Gast"		2019-12-03		816	"Umbricht"	"Georg"			"Gast"		"Rechtsanwalt"	"Avocat"	58		"M"	"de"	"https://www.umbricht.ch/"		"https://www.linkedin.com/in/umbricht/"	"GeorgC_Umbricht"	
"Vara, Céline"	421	"SR"	"NE"	"Grüne"	"G"	"APK-SR, RK-SR, SiK-SR"	2019-12-02		"F"	1984-10-04	4242	3197	"fr"	"fr"	1181	"Antenne romande de Bio Suisse"		2020-02-09		876	"Olivier"	"Pascal"			"Antenne romande de Bio Suisse"		"Verantwortlicher Romandie Bio Suisse"	"Responsable romand de Bio Suisse"	80		"M"	"fr"					
"Vara, Céline"	421	"SR"	"NE"	"Grüne"	"G"	"APK-SR, RK-SR, SiK-SR"	2019-12-02		"F"	1984-10-04	4242	3197	"fr"	"fr"	1257	"Président de Zoosuisse"		2020-12-19		933	"Bijleveld"	"Caspar"			"Président de Zoosuisse"		"Direktor"	"Directeur"	54		"M"	"fr"					
"Vincenz-Stauffacher, Susanne"	361	"NR"	"SG"	"FDP"	"RL"	"BeK-V, Del FL-V, GK-V, IK-NR, UREK-NR"	2019-12-01		"F"	1967-01-21	4296	3188	"de"	"de"	1072	"Gast"		2019-12-03		826	"Vincenz"	"Reto"			"Gast"		"PR-Berater"	"Consultant RP"	18		"M"	"de"			"https://www.linkedin.com/in/reto-vincenz-a80479b2/?originalSubdomain=ch"		
"Vincenz-Stauffacher, Susanne"	361	"NR"	"SG"	"FDP"	"RL"	"BeK-V, Del FL-V, GK-V, IK-NR, UREK-NR"	2019-12-01		"F"	1967-01-21	4296	3188	"de"	"de"	1073	"Persönliche/r Mitarbeiter/in"		2019-12-03		827	"Vincenz"	"Lisa"			"Persönliche/r Mitarbeiter/in"		"Studentin Rechtswissenschaften"		143	1	"F"	"de"					"lisa.vincenz.1"
"Vogt, Hans-Ueli"	308	"NR"	"ZH"	"SVP"	"V"	"RK-NR"	2015-11-30		"M"	1969-12-05	4176	3098	"de"	"de"	722	"PGLR (Parlamentarische Gruppe Luft- und Raumfahrt)"	"Intergroupe parlementaire  A éronautique et aérospatial e"	2016-03-22																			
"von Siebenthal, Erich"	206	"NR"	"BE"	"SVP"	"V"	"GPK-NR"	2007-12-03		"M"	1958-12-30	3910	2713	"de"	"de"	1101	"Gast"		2019-12-05		239	"Minder"	"Heinrich"			"Gast"		"Unternehmer, Berater"	"Entrepreneur, Conseiller"	18		"M"	"de"					
"von Siebenthal, Erich"	206	"NR"	"BE"	"SVP"	"V"	"GPK-NR"	2007-12-03		"M"	1958-12-30	3910	2713	"de"	"de"	1166	"Parl. Gruppe Schweiz-Israel"		2020-02-09		603	"Bruderer"	"Timotheus"			"Parl. Gruppe Schweiz-Israel"		"Information Security and Risk Manager bei Swiss Life"		78	5	"M"	"de"		"tbruderer"	"https://ch.linkedin.com/in/timotheus-bruderer-8910588"		"timotheus.bruderer"
"Walder, Nicolas"	422	"NR"	"GE"	"Grüne"	"G"	"APF-V, APK-NR, EFTA/EU, RK-NR"	2019-12-02		"M"	1966-05-02	4297	3189	"fr"	"fr"	1074	"SOS Méditerranée"		2019-12-03		828	"Abu Sa'Da"	"Caroline"	"Caroline"		"SOS Méditerranée"		"Direktorin bei SOS Méditerranée Schweiz"	"Directrice de SOS Méditerranée Suisse"	68		"F"	"fr"		"AbuSadaCaroline"	"https://www.linkedin.com/in/caroline-abu-sa-da-a6a30342/?originalSubdomain=ch"		
"Walder, Nicolas"	422	"NR"	"GE"	"Grüne"	"G"	"APF-V, APK-NR, EFTA/EU, RK-NR"	2019-12-02		"M"	1966-05-02	4297	3189	"fr"	"fr"	1102	"TGNS"		2019-12-05		837	"Recher"	"Alecs"					"Jurist, Heilpädagoge"	"Juriste, Pédagogue curatif"	67		"M"	"de"					
"Walliser, Bruno"	309	"NR"	"ZH"	"SVP"	"V"	"SiK-NR"	2015-11-30		"M"	1966-04-11	4177	3099	"de"	"de"	705	"Farner Consulting AG"		2016-03-01		579	"Richner"	"Andreas"					"Government Relations and Corporate Affairs"		18	1	"M"	"de"			"https://www.linkedin.com/in/andreasrichner/"	"Andreas_Richner"	
"Walliser, Bruno"	309	"NR"	"ZH"	"SVP"	"V"	"SiK-NR"	2015-11-30		"M"	1966-04-11	4177	3099	"de"	"de"	946	"VFAS - Verband freier Autohandel"		2019-07-12		731	"Kunz"	"Roger"			"VFAS - Verband freier Autohandel"		"Geschäftsleiter Garage Auto Kunz AG"		36		"M"	"de"					
"Walti, Beat"	251	"NR"	"ZH"	"FDP"	"RL"	"Bü-NR, WAK-NR"	2014-06-02		"M"	1968-11-22	4142	3044	"de"	"de"	639	"Schweizerischer Arbeitgeberverband"				314	"Vogt"	"Valentin"			"Präsident Schweizerischer Arbeitgeberverband"		"Unternehmer"	"Entrepreneur"	59		"M"	"de"	"https://de.wikipedia.org/wiki/Valentin_Vogt"				
"Walti, Beat"	251	"NR"	"ZH"	"FDP"	"RL"	"Bü-NR, WAK-NR"	2014-06-02		"M"	1968-11-22	4142	3044	"de"	"de"	638	"Persönliche Mitarbeiterin"	"Collaboratrice personelle"	2015-12-15		544	"Dolder-Troller"	"Brigitta"					"Persönliche Mitarbeiterin NR Beat Walti"	"Collaboratrice personnelle CN Beat Walti"	58		"F"	"de"					
"Wasserfallen, Christian"	210	"NR"	"BE"	"FDP"	"RL"	"KVF-NR, WBK-NR"	2007-12-03		"M"	1981-06-30	3912	2715	"de"	"de"	235	"Gast"				243	"Wasserfallen"	"Margret"			"Gast"		"Hausfrau"		12	1	"F"	"de"					
"Wasserfallen, Christian"	210	"NR"	"BE"	"FDP"	"RL"	"KVF-NR, WBK-NR"	2007-12-03		"M"	1981-06-30	3912	2715	"de"	"de"	381	"Dynamics Group"				389	"Thalhammer"	"Alexandra"			"Public Affairs& PR für burson cohn & wolfe Switzerland"		"Practice Lead Public Affairs/Account Director burson cohn & wolfe Switzerland"		18	1	"F"	"de"		"a_thalhammer"	"https://www.linkedin.com/in/alexandra-thalhammer-232a7a84/"	"Alexandra Thalhammer"	"Alexandra Thalhammer"
"Wasserfallen, Flavia"	335	"NR"	"BE"	"SP"	"S"	"SGK-NR"	2018-05-29		"F"	1979-02-07	4224	3125	"de"	"de"	1075	"Geschäftsführerin SF MVB"		2019-12-03		829	"Frey"	"Anna"			"Geschäftsführerin SF MVB"		"Geschäftsführerin Schweizerischer Fachverband Mütter- und Väterberatung"		12		"F"	"de"					
"Wasserfallen, Flavia"	335	"NR"	"BE"	"SP"	"S"	"SGK-NR"	2018-05-29		"F"	1979-02-07	4224	3125	"de"	"de"	1264	"Persönliche/r Mitarbeiter/in"		2021-02-27		940	"Erdin"	"Alexandra"			"Persönliche/r Mitarbeiter/in"		"Studentin Politikwissenschaft"				"F"	"de"					"alexandraerdin"
"Wehrli, Laurent"	310	"NR"	"VD"	"FDP"	"RL"	"APF-V, APK-NR, IPU"	2015-11-30		"M"	1965-06-04	4194	3100	"fr"	"fr"	1169	"Invité(e)"		2020-02-09		334	"Geiser"	"Ernest"			"""Beter im Bundeshaus"""	"""Intercesseur évangélique"" (http://www.lafree.ch/item/1844-ernest-geiser-succede-a-jean-claude-chabloz-au-palais-federal)"	"Pfarrer"	"Pasteur"	103		"M"	"fr"			"https://www.linkedin.com/in/ernest-geiser-b19b9b20"		
"Wehrli, Laurent"	310	"NR"	"VD"	"FDP"	"RL"	"APF-V, APK-NR, IPU"	2015-11-30		"M"	1965-06-04	4194	3100	"fr"	"fr"	1168	"Organisation des Suisses de l'étranger"		2020-02-09		408	"Rustichelli"	"Ariane"			"Auslandschweizer Organisation (ASO)"		"Direktorin Auslandschweizer Organisation (ASO)"	"Directrice de l'Organisation des Suisses de l'étranger (OSE)"	35		"F"	"fr"	"https://www.aso.ch/fr/a-notre-propos/lose/secretariatteam"	"rustichelli74"	"https://www.linkedin.com/in/rustichelli-ariane-b30b72b"		"ariane.rustichelli"
"Weichelt, Manuela"	386	"NR"	"ZG"	"Al"	"G"	"GPK-NR, IK-NR, SGK-NR"	2019-10-20		"F"	1967-07-21	4298	3190	"de"	"de"																							
"Wermuth, Cédric"	211	"NR"	"AG"	"SP"	"S"	"WAK-NR"	2011-12-05		"M"	1986-02-19	4057	2759	"de"	"de"	828	"Terre des Femmes"		2017-09-01		656	"Eggler"	"Simone"					"Verantwortliche Politik Brava"	"Responsable politique Brava"	67		"F"	"de"	"https://www.terre-des-femmes.ch"				
"Wermuth, Cédric"	211	"NR"	"AG"	"SP"	"S"	"WAK-NR"	2011-12-05		"M"	1986-02-19	4057	2759	"de"	"de"	1170	"Aids-Hilfe Schweiz / Aide Suisse contre le Sida / Aiuto Aids"		2020-02-09		874	"Lehner"	"Andreas"			"Aids-Hilfe Schweiz / Aide Suisse contre le Sida / Aiuto Aids"		"Geschäftsleiter Aids-Hilfe Schweiz"				"M"						
"Wettstein, Felix"	354	"NR"	"SO"	"Grüne"	"G"	"FK-NR, RedK-V"	2019-10-20		"M"	1958-01-19	4299	3191	"de"	"de"	1265	"EXPO EVENT LiveCom Association"		2021-02-27		941	"Kamber"	"Christoph"			"EXPO EVENT LiveCom Association"		"Unternehmer"				"M"	"de"					
"Wicki, Hans"	321	"SR"	"NW"	"FDP"	"RL"	"KVF-SR, SiK-SR, WAK-SR"	2015-11-30		"M"	1964-02-18	4152	3054	"de"	"de"	778	"Persönlicher Mitarbeiter"		2016-11-30		312	"Bacher"	"Mike"			"Persönlicher Mitarbeiter"		"Jurist und Historiker"	"Juriste et Historien"	41	22	"M"	"de"					"mike.bacher.1"
"Widmer, Céline"	366	"NR"	"ZH"	"SP"	"S"	"Del D-V, SPK-NR"	2019-10-20		"F"	1978-05-26	4300	3192	"de"	"de"	1206	"Co-Geschäftsleiterin AvenirSocial"		2020-03-06		684	"Grob"	"Annina"	"Rahel"				"Co-Geschäftsleiterin AvenirSocial"	"Co-Directrice AvenirSocial"	53		"F"	"de"	"http://www.avenirsocial.ch"		"https://www.linkedin.com/in/annina-grob-311424160/"	"Annina_Grob"	"annina.grob.1"
"Widmer, Céline"	366	"NR"	"ZH"	"SP"	"S"	"Del D-V, SPK-NR"	2019-10-20		"F"	1978-05-26	4300	3192	"de"	"de"	1235	"Schweizerischer Städteverband"		2020-08-30		917	"Felber"	"Michael"			"Schweizerischer Städteverband"	"Union des villes suisses"	"Leiter Finanz- und Wirtschaftspolitik"		14		"M"	"de"					
"Wismer-Felder, Priska"	363	"NR"	"LU"	"M"	"M-E"	"UREK-NR"	2019-10-20		"F"	1970-10-02	4305	3202	"de"	"de"	1076	"Persönliche/r Mitarbeiter/in"		2019-12-03		830	"Wismer"	"Arlette"			"Persönliche/r Mitarbeiter/in"		"Studentin"		41		"F"	"de"	"http://arlette-wismer.ch/"		"https://www.linkedin.com/in/arlette-wismer-55b233184/?originalSubdomain=ch"		
"Wismer-Felder, Priska"	363	"NR"	"LU"	"M"	"M-E"	"UREK-NR"	2019-10-20		"F"	1970-10-02	4305	3202	"de"	"de"	1077	"Gast"		2019-12-03		831	"Meier"	"Elias"			"Gast"		"Informatiker"	"Informaticien"	60	22	"M"	"de"	"https://www.eliasmeier.com/"	"meierelias"			
"Wobmann, Walter"	212	"NR"	"SO"	"SVP"	"V"	"KVF-NR, UREK-NR"	2003-12-01		"M"	1957-11-21	1142	2638	"de"	"de"	1118	"auto-schweiz"		2019-12-11		245	"Burgener"	"Andreas"			"Auto-Schweiz"		"Unternehmer und Manager"		26		"M"	"de"		"burgenerandreas"	"https://ch.linkedin.com/in/andreas-burgener-a808611a"		"andreas.burgener.9"
"Wobmann, Walter"	212	"NR"	"SO"	"SVP"	"V"	"KVF-NR, UREK-NR"	2003-12-01		"M"	1957-11-21	1142	2638	"de"	"de"	1119	"strasseschweiz / routesuisse"		2019-12-11		735	"Fantino"	"Olivier"			"strasseschweiz / routesuisse"		"Geschäftsführer Strasseschweiz"	"Directeur Route Suisse"	26	1	"M"	"fr"		"ofantino"	"https://www.linkedin.com/in/olivierfantino/?originalSubdomain=ch"		
